title,console,genre,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update,overall,year
Densha de Go! Pocket: Yamanotesen Hen,PSP,Simulation,Taito Corporation,,,,,,,2005-09-29,,,2005
Densha de Go! Professional 2,PS2,Simulation,Taito Corporation,,,,,,,2003-02-27,,,2003
Densha de Go! Professional Shiyou,PS,Simulation,Taito Corporation,,,,,,,1999-12-09,,,1999
Densha de Go! Ryojouhen,PS2,Simulation,Taito Corporation,,,,,,,2002-07-25,,,2002
Densha de Go! Shinkansen: Sanyou Shinkansen-hen,PS2,Simulation,Taito Corporation,,,,,,,2001-09-20,,,2001
Desert Strike,MS,Simulation,Electronic Arts,,,,,,,1992-01-01,,,1992
Desert Strike: Return to the Gulf,GEN,Simulation,Visual Concepts,,,,,,,1994-06-04,,,1994
Desert Strike: Return to the Gulf,GB,Simulation,Ocean,,,,,,,1995-02-01,,,1995
Desert Strike: Return to the Gulf,Lynx,Simulation,"Telegames, Inc.",,,,,,,1992-01-01,,,1992
Desert Strike: Return to the Gulf,PC,Simulation,Electronic Arts,,,,,,,1994-01-01,,,1994
Desert Strike: Return to the Gulf,SNES,Simulation,Visual Concepts,,,,,,,1992-10-01,,,1992
Desert Strike: Return to the Gulf,GG,Simulation,Electronic Arts,,,,,,,1994-01-01,,,1994
Diaper Dash,PC,Simulation,Zemnott,,,,,,,2009-08-12,,,2009
Digital Glider Airman,PSN,Simulation,ASK Corporation,,,,,,,2010-12-22,,,2010
Digital Glider Airman,PS,Simulation,ASK Corporation,,,,,,,1999-09-14,,,1999
DinerTown Tycoon,PC,Simulation,PlayFirst,,,,,,,2009-10-01,,,2009
DiRT Jockey: Heavy Equipment Operator,PSN,Simulation,"DDL, Inc.",,,,,,,2010-02-10,,,2010
DiRT Jockey: Heavy Equipment Operator,PS,Simulation,"DDL, Inc.",,,,,,,2003-07-13,,,2003
Disney Checkout Challenege,And,Simulation,Disney Interactive Studios,,,,,,,2014-06-26,,,2014
Disney City Girl,PC,Simulation,"Playdom, Inc.",,,,,,,2012-06-29,,,2012
Disney Magical World 2: My Happy Life,3DS,Simulation,Namco Bandai Games,,,,,,,2020-12-31,,,2020
Disney Princess: Royal Horse Show,PC,Simulation,Encore Games,,,,,,,2005-05-06,,,2005
Doggie Daycare,PC,Simulation,"Viva Media, LLC",,,,,,,2008-09-03,,,2008
Dogz,PC,Simulation,ImaginEngine,,,,,,,2006-11-14,,,2006
Dogz,GB,Simulation,Saffire Corporation,,,,,,,1999-12-01,,,1999
Dogz (1995),PC,Simulation,PF.Magic,,,,,,,1995-01-01,,,1995
Dogz 2,GBA,Simulation,MTO,,,,,,,2007-04-03,,,2007
Dogz 3,PC,Simulation,PF.Magic,,,,,,,1998-01-01,,,1998
Dogz 4,PC,Simulation,PF.Magic,,,,,,,1999-09-28,,,1999
Dogz II,PC,Simulation,PF.Magic,,,,,,,1997-01-01,,,1997
Dogz II & Catz II,PC,Simulation,PF.Magic,,,,,,,1999-11-30,,,1999
Doko Demo Issyo Tsuika Disc: Koneko Mo Issyo,PS,Simulation,SCEI,,,,,,,2000-01-27,,,2000
Dokodemo Hamster,WS,Simulation,Bec,,,,,,,2000-01-06,,,2000
Dokodemo Hamster 2,PS,Simulation,Bec,,,,,,,2000-08-31,,,2000
Dokodemo Hamster 3: O Dekake Safuran,WS,Simulation,Bec,,,,,,,2000-12-14,,,2000
Dr. Dolittle,PS2,Simulation,Aqua Pacific,,,,,,,2006-11-29,,,2006
Dream Club Zero,PSV,Simulation,D3,,,,,,,2011-12-17,,,2011
Drifter: A Space Trading Game,PSV,Simulation,Celsius Game Studios,,,,,,,2020-12-31,,,2020
Drifter: A Space Trading Game,PS4,Simulation,Celsius Game Studios,,,,,,,2020-12-31,,,2020
Drifter: A Space Trading Game,OSX,Simulation,Celsius Game Studios,,,,,,,2014-03-04,,,2014
Drifter: A Space Trading Game,PC,Simulation,Celsius Game Studios,,,,,,,2014-03-04,,,2014
Drifter: A Space Trading Game,Linux,Simulation,Celsius Game Studios,,,,,,,2014-03-04,,,2014
Drive a Steam Train,PC,Simulation,RailSimulator.com,,,,,,,2011-06-20,,,2011
Dunes of War,PC,Simulation,ZootFly,,,,,,,2007-04-24,,,2007
E.V.O.: Search for Eden,SNES,Simulation,Almanic Corp.,,,,,,,1993-01-01,,,1993
Echelon,PC,Simulation,MADia Entertainment,,,,,,,2001-04-15,2018-07-11,,2001
Echo Bazaar,PC,Simulation,Failbetter Games,,,,,,,,,,
Elan,PSN,Simulation,Visco,,,,,,,2010-07-28,,,2010
Elan,PS,Simulation,Visco,,,,,,,1999-04-01,,,1999
Elan Plus,PSN,Simulation,Visco,,,,,,,2010-11-24,,,2010
Elan Plus,PS,Simulation,Visco,,,,,,,2000-05-11,,,2000
Elite,NES,Simulation,Braben & Bell,,,,,,,1991-01-01,,,1991
Elite,ACPC,Simulation,Unknown,,,,,,,1986-01-01,2018-01-06,,1986
Elite,PC,Simulation,Frontier Developments,,,,,,,1987-01-01,,,1987
Elite: Dangerous,PC,Simulation,Frontier Developments Inc.,,,,,,,2014-12-16,2018-06-15,,2014
Elite: Dangerous,OSX,Simulation,Frontier Developments Inc.,,,,,,,2015-05-12,2018-06-15,,2015
Emergency 5,PC,Simulation,Sixteen Tons Entertainment,,,,,,,2015-01-01,,,2015
Emergency Call 112 - The Fire Fighting Simulation,PC,Simulation,Headup Games / Crenetic,,,,,,,2016-11-11,,,2016
Enemy Engaged Comanche Versus Hokum,PC,Simulation,Razorworks,,,,,,,2000-07-31,,,2000
Enigma Rising Tide,PC,Simulation,Tesseraction Games,,,,,,,2003-08-27,,,2003
Enigma: Rising Tide - Gold Edition,PC,Simulation,Tesseraction Games,,,,,,,2005-02-01,,,2005
Enjoy your massage!,WW,Simulation,Microforum Ltd,,,,,,,2010-08-09,,,2010
Escape Velocity Nova,PC,Simulation,Ambrosia,,,,,,,2003-07-11,,,2003
European Air War,PC,Simulation,Third Wave,,,,,,,1998-10-31,,,1998
Evochron,PC,Simulation,StarWraith,,,,,,,2005-04-07,,,2005
Evochron Alliance,PC,Simulation,StarWraith 3D Games,,,,,,,2005-09-22,,,2005
Evochron Legends,PC,Simulation,StarWraith 3D Games,,,,,,,2009-05-02,,,2009
Evochron Mercenary,PC,Simulation,StarWraith 3D Games,,,,,,,2010-09-17,,,2010
Evochron Renegades,PC,Simulation,StarWraith 3D Games,,,,,,,2007-09-28,,,2007
Extrasolar,PC,Simulation,Lazy 8 Studios,,,,,,,2014-02-18,,,2014
Extreme Assault,PC,Simulation,Blue Byte,,,,,,,1997-06-30,,,1997
Extreme Roads USA,PC,Simulation,United Developers,,,,,,,2014-06-06,,,2014
Extreme Roads USA,OSX,Simulation,United Developers,,,,,,,2014-06-06,,,2014
F-117 Night Storm,GEN,Simulation,Rare Ltd.,,,,,,,1993-01-01,,,1993
F-117A Stealth Fighter,NES,Simulation,MicroProse,,,,,,,1992-12-01,,,1992
F-15 City War,NES,Simulation,American Video Entertainment,,,,,,,1990-01-01,,,1990
F-15 Strike Eagle,NES,Simulation,MicroProse,,,,,,,1992-02-01,,,1992
F-15 Strike Eagle,GG,Simulation,NMS Software,,,,,,,1993-01-01,,,1993
F-15 Strike Eagle,PC,Simulation,MicroProse,,,,,,,1985-01-01,,,1985
F-15 Strike Eagle,GB,Simulation,NMS Software,,,,,,,1993-06-01,,,1993
F-15 Strike Eagle II,GEN,Simulation,MicroProse,,,,,,,1993-01-01,,,1993
F-15 Strike Eagle II,PC,Simulation,MicroProse,,,,,,,1991-01-01,,,1991
F-16 Fighting Falcon,MS,Simulation,Sega,,,,,,,1986-01-01,,,1986
F-16 Multirole Fighter,PC,Simulation,NovaLogic,,,,,,,1998-10-06,,,1998
F-18 Hornet,7800,Simulation,Absolute Entertainment,,,,,,,1988-01-01,,,1988
F-22 Air Dominance Fighter,PC,Simulation,Digital Image Design,,,,,,,1997-01-01,,,1997
F-22 Raptor,PC,Simulation,NovaLogic,,,,,,,1997-11-30,,,1997
F/A-18 Operation Desert Storm,PC,Simulation,GraphSim Entertainment,,,,,,,2005-03-04,,,2005
F24: Stealth Fighter,GBA,Simulation,Skyworks Technologies,3.6,,,,,,2007-02-13,,,2007
Face Pilot: Fly With Your Nintendo DSi Camera!,DSiW,Simulation,HAL Laboratory,,,,,,,2010-07-26,,,2010
Falcon,PCE,Simulation,Sphere,,,,,,,1992-01-01,,,1992
Falcon,PC,Simulation,Sphere,,,,,,,1987-01-01,,,1987
Falcon 4.0,PC,Simulation,MicroProse,,,,,,,1998-11-30,,,1998
Fallen London,PC,Simulation,Failbetter Games,,,,,,,,,,
Fallout Shelter,And,Simulation,Bethesda Softworks,,,,,,,2015-08-13,,,2015
Fallout Shelter,iOS,Simulation,Bethesda Softworks,,,,,,,,,,
Fancy Pocket,GBA,Simulation,Jorudan,,,,,,,2002-09-27,,,2002
Farm Frenzy,PSN,Simulation,"Alawar Entertainment, Inc.",,,,,,,2011-04-19,2019-05-03,,2011
Farm Frenzy,DSiW,Simulation,"Alawar Entertainment, Inc.",4.0,,,,,,2011-07-07,,,2011
Farming 2017 - The Simulation,PS3,Simulation,UIG Entertainment,,,,,,,2016-05-27,2018-04-09,,2016
Farming 2017 - The Simulation,WiiU,Simulation,UIG Entertainment,,,,,,,2016-05-27,2018-04-09,,2016
Farming Simulator 2014,And,Simulation,Giants Software,,,,,,,2013-11-18,,,2013
Farming Simulator 2014,3DS,Simulation,Giants Software,,,,,,,2014-06-24,2018-07-26,,2014
Farming Simulator 2015,OSX,Simulation,Giants Software,,,,,,,2015-04-01,,,2015
FarmVille (Facebook),PC,Simulation,Zynga,,,,,,,2009-06-19,,,2009
Fast Food Tycoon,PC,Simulation,Software 2000,,,,,,,2000-11-30,,,2000
Fast Food Tycoon 2,PC,Simulation,Software 2000,,,,,,,2001-10-09,,,2001
Ferret Monogatari: Watashi no Okini Iri,GB,Simulation,Culture Brain,,,,,,,2000-04-28,,,2000
Fetch it Again!,PC,Simulation,dtp - young entertainment,,,,,,,2007-12-17,,,2007
FIFA Manager 07,PC,Simulation,Bright Future GmbH,,,,,,,2006-11-03,,,2006
Fighting Steel: World War II Surface Combat 1939-1942,PC,Simulation,Divide By Zero Software,,,,,,,1999-05-31,,,1999
Figures of Happiness,PC,Simulation,G-Collections,,,,,,,,,,
Find Love 2: Rhapsody,SAT,Simulation,Daiki,,,,,,,1998-11-26,,,1998
Fireplacing,WW,Simulation,Continental Games,,,,,,,2010-12-06,,,2010
Five Nights at Freddy's,And,Simulation,Scott Cawthon,,,,,,,,2018-03-30,,
Five Nights at Freddy's 3,PC,Simulation,Scott Cawthon,,,,,,,2015-03-02,2018-03-27,,2015
Flanker 2.0,PC,Simulation,Eagle Dynamics,,,,,,,1999-09-30,,,1999
Flanker 2.5,PC,Simulation,Eagle Dynamics,,,,,,,2002-03-26,,,2002
Flight Academy,XB,Simulation,Aqua Systems,,,,,,,2002-08-29,,,2002
Flight Control,DSiW,Simulation,Firemint,,,,,,,2010-02-22,,,2010
Flight Control,WW,Simulation,Firemint,8.0,,,,,,2011-08-18,,,2011
Flight Control HD,PSN,Simulation,Firemint,,,,,,,2010-09-15,,,2010
Flight Simulator 2000,PC,Simulation,Microsoft,,,,,,,1999-10-21,,,1999
Flight Simulator 2002,PC,Simulation,Microsoft,,,,,,,2001-10-19,,,2001
Flight Unlimited,PC,Simulation,Looking Glass Studios,,,,,,,,,,
Flight Unlimited II,PC,Simulation,Looking Glass Studios,,,,,,,1997-11-30,,,1997
Flight Unlimited III,PC,Simulation,Looking Glass Studios,,,,,,,1999-09-30,,,1999
Flotilla,XBL,Simulation,Blendo Games,,,,,,,2010-03-25,,,2010
flOw,PSN,Simulation,thatgamecompany,7.4,,,,,,2007-02-22,,,2007
flOw,PS4,Simulation,SuperVillain Studios,,,,,,,2013-12-17,2018-09-23,,2013
flOw,PSP,Simulation,SuperVillain Studios,,,,,,,2008-03-06,,,2008
Fly! II,PC,Simulation,Terminal Reality,,,,,,,2001-04-26,,,2001
Flying Nightmares,3DO,Simulation,Domark,,,,,,,1994-01-01,,,1994
Football Manager 2015,OSX,Simulation,Sports Interactive,,,,,,,2014-11-07,2018-05-29,,2014
Football Manager 2015,Linux,Simulation,Sports Interactive,,,,,,,2014-11-07,2018-05-29,,2014
Football Manager 2015,And,Simulation,Sports Interactive,,,,,,,2020-12-31,2018-05-29,,2020
FreeSpace 2,PC,Simulation,Volition Inc.,,,,,,,1999-09-30,2018-04-02,,1999
FrontierVille (Facebook),PC,Simulation,Zynga,,,,,,,2010-06-09,,,2010
FS Falcon 2004,PC,Simulation,Lago,,,,,,,2004-02-13,,,2004
Fukoumori: Moririi no Unhappy Project,DS,Simulation,Bandai Namco Games,,,,,,,2007-11-29,,,2007
Funky Barn It's Farming!,WiiU,Simulation,Tantalus Interactive,5.0,,,,,,2012-11-18,2020-08-25,,2012
Future Cop L.A.P.D.,PC,Simulation,Electronic Arts,,,,,,,1998-12-05,,,1998
Future Cop: L.A.P.D.,PSN,Simulation,Electronic Arts,,,,,,,2009-04-23,,,2009
G-Loc Air Battle,GEN,Simulation,Sega-AM2,,,,,,,1993-01-01,,,1993
G-LOC Air Battle,MS,Simulation,Sega-AM2,,,,,,,1991-01-01,,,1991
G-LOC Air Battle,GG,Simulation,Sega-AM2,,,,,,,1991-01-01,,,1991
Gakkou o Tsukurou!!,PS,Simulation,Refine Textile,,,,,,,1997-12-18,,,1997
Gakkou o Tsukurou!!,PSN,Simulation,Refine Textile,,,,,,,2008-03-12,,,2008
Gakkou o Tsukurou!! 2,PS,Simulation,Groove Box Japan,,,,,,,1998-12-10,,,1998
Gakkou o Tsukurou!! 2,PSN,Simulation,Groove Box Japan,,,,,,,2009-02-25,,,2009
Gakkou o Tsukurou!! Advance,GBA,Simulation,Groove Box Japan,,,,,,,2001-12-07,,,2001
Gakkou o Tsukurou!! Happy Days,PS2,Simulation,Marvelous Interactive,,,,,,,2005-03-24,,,2005
Gakkou o Tsukurou!! Kouchou Sensei Monogatari,PS,Simulation,Groove Box Japan,,,,,,,2000-10-26,,,2000
Gakkou o Tsukurou!! Kouchou Sensei Monogatari,PSN,Simulation,Groove Box Japan,,,,,,,2009-04-22,,,2009
Gakuen Toshi Vara Noir,PS2,Simulation,Idea Factory,,,,,,,2002-10-31,,,2002
Gakuen Toshi Vara Noir Roses,GC,Simulation,Idea Factory,,,,,,,2004-01-23,,,2004
Galactic Command - Echo Squad,PC,Simulation,"3000AD, Inc.",,,,,,,2008-03-07,,,2008
Game Conveni 21,GB,Simulation,Starfish,,,,,,,2000-05-19,,,2000
Game de Hakken!! Tamagotchi Osucchi to Mesucchi,GB,Simulation,Tom Create,,,,,,,1998-01-15,,,1998
GamersGoMakers,PC,Simulation,Unknown,,,,,,,2014-08-08,,,2014
Garbage Truck Simulator,PC,Simulation,Astragon,,,,,,,,,,
Garbage Truck Simulator 2011,PC,Simulation,Astragon,,,,,,,2011-05-20,,,2011
Garry Kitchen's Super Battletank: War in the Gulf,SNES,Simulation,Imagineering Inc.,,,,,,,1992-06-01,,,1992
Garry Kitchen's Super Battletank: War in the Gulf,GEN,Simulation,Imagineering Inc.,,,,,,,1992-01-01,,,1992
Gazillionaire,PC,Simulation,LavaMind,,,,,,,1994-01-01,,,1994
Gendai Daisenryaku DS: Isshoku Sokuhatsu - Gunji Balance Houkai,DS,Simulation,System Soft,,,,,,,2010-02-25,,,2010
Geo-Political Simulator,PC,Simulation,In-house,,,,,,,2009-02-06,,,2009
Germany's Next Topmodel,PS2,Simulation,SevenOne Intermedia,,,,,,,2009-04-15,,,2009
Germany's Next Topmodel,Wii,Simulation,SevenOne Intermedia,,,,,,,2009-04-15,,,2009
Germany's Next Topmodel,DS,Simulation,SevenOne Intermedia,,,,,,,2009-04-15,,,2009
Germany's Next Topmodel,PC,Simulation,SevenOne Intermedia,,,,,,,2009-04-15,,,2009
Germany's Next Topmodel 2010,Wii,Simulation,SevenOne Intermedia,,,,,,,2010-02-25,,,2010
Germany's Next Topmodel 2010,PC,Simulation,SevenOne Intermedia,,,,,,,2010-02-25,,,2010
Germany's Next Topmodel 2010,PSN,Simulation,SevenOne Intermedia,,,,,,,2010-02-25,,,2010
Germany's Next Topmodel 2010,DS,Simulation,SevenOne Intermedia,,,,,,,2010-02-25,,,2010
Germany's Next Topmodel 2011,PS3,Simulation,SevenOne Intermedia GmbH,,,,,,,2011-03-18,,,2011
Germany's Next Topmodel 2011,PC,Simulation,SevenOne Intermedia GmbH,,,,,,,2011-03-18,,,2011
GitaDora! Guitar Freaks 4thMix & DrumMania 3rdMix,PS2,Simulation,Konami,,,,,,,2001-09-20,,,2001
GLITNIR,XBL,Simulation,Hironori,,,,,,,2009-08-07,,,2009
Go Fetch!,DSiW,Simulation,Aiya Studio,,,,,,,2010-11-15,,,2010
Go Fetch! 2,DSiW,Simulation,Aiya Studio,6.0,,,,,,2011-08-04,,,2011
Go Go Copter,PS2,Simulation,Aqua Systems,,,,,,,2004-01-01,,,2004
goalunited,PC,Simulation,northworks,,,,,,,2006-02-15,2018-07-19,,2006
Godzilla: Rettou Kaimetsu,SAT,Simulation,Sega,,,,,,,1995-12-22,,,1995
Goodgame Big Farm,PC,Simulation,Goodgame Studios,,,,,,,2012-10-29,,,2012
Goodgame Café,PC,Simulation,Goodgame Studios,,,,,,,2011-04-21,,,2011
Goodgame Disco,PC,Simulation,Goodgame Studios,,,,,,,2011-04-21,,,2011
Goodgame Gangster,PC,Simulation,Goodgame Studios,,,,,,,2010-07-12,,,2010
Great Naval Battles II: Guadalcanal,PC,Simulation,IO Design Group Inc.,,,,,,,,,,
Great Naval Battles III: Fury in the Pacific,PC,Simulation,Mindscape Inc.,,,,,,,,,,
"Great Naval Battles IV: Burning Steel, 1939-1942",PC,Simulation,Divide By Zero,,,,,,,1995-11-20,,,1995
Great Naval Battles: North Atlantic,PC,Simulation,IO Design Group Inc.,,,,,,,,,,
Ground Environment X Africa-Middle East,PC,Simulation,FLIGHT1,,,,,,,2011-11-25,,,2011
Guerrilla Strike,PS2,Simulation,Phoenix Games,,,,,,,2006-01-01,,,2006
Guitar Freaks & DrumMania: Masterpiece Silver,PS2,Simulation,Konami,,,,,,,2006-08-31,,,2006
Gundam Side Story 0079: Rise from the Ashes,DC,Simulation,Bandai,7.4,,,,,,2000-04-28,,,2000
Gunship,PSN,Simulation,MicroProse,,,,,,,2010-11-17,,,2010
Gunship,PC,Simulation,MicroProse,,,,,,,1986-01-01,,,1986
Gunship,GEN,Simulation,Probe Entertainment Limited,,,,,,,1993-01-01,,,1993
Gunship 2000,PC,Simulation,MicroProse,,,,,,,1991-01-01,,,1991
Gunship III,PC,Simulation,MicroProse,,,,,,,2000-03-01,,,2000
Gunship!,PC,Simulation,Atari,,,,,,,2000-03-31,,,2000
Hacker Evolution,PC,Simulation,exoSyphen Studios,,,,,,,2010-09-14,,,2010
Hacker Evolution: Untold,PC,Simulation,exoSyphen Studios,,,,,,,2008-12-15,,,2008
Hamster Club,GB,Simulation,Jorudan,,,,,,,1999-10-29,,,1999
Hamster Club 2,GB,Simulation,Jorudan,,,,,,,2000-12-15,,,2000
Hamster Club i,PS,Simulation,Jorudan,,,,,,,2002-02-28,,,2002
Hamster Club Oshiema Chu,GB,Simulation,Jorudan,,,,,,,2001-09-21,,,2001
Hamster Monogatari 64,N64,Simulation,Culture Brain,,,,,,,2001-04-06,,,2001
Hamster Monogatari GB + Magi Ham Mahou no Shoujo,GB,Simulation,Culture Brain,,,,,,,2002-08-09,,,2002
Hamster to Kurasou,DS,Simulation,Interchannel,,,,,,,2006-12-21,,,2006
Happy Bakery,DS,Simulation,Gamebridge,,,,,,,2009-05-15,,,2009
Happy Birthday Mart,DSiW,Simulation,Pixel Federation,,,,,,,2010-07-19,,,2010
Happy Hotel,And,Simulation,Stockpile Studio,,,,,,,2013-05-07,,,2013
Harvest Moon,VC,Simulation,Victor Interactive Software,,,,,,,2008-02-11,,,2008
Harvest Moon,SNES,Simulation,Victor Interactive Software,,,,,,,1997-06-01,,,1997
Harvest Moon 3 GBC,GB,Simulation,Victor Interactive Software,,,,,,,2001-11-14,,,2001
Harvest Moon GBC,GB,Simulation,Victor Interactive Software,,,,,,,1998-12-31,,,1998
Harvest Moon: Back to Nature,PSN,Simulation,Victor Interactive Software,,,,,,,2011-02-08,,,2011
Harvest Moon: Hero of Leaf Valley,PSN,Simulation,Marvelous Interactive,7.5,,,,,,2010-05-12,,,2010
Harvest Moon: My Little Shop,WW,Simulation,Marvelous Interactive,,,,,,,2009-11-23,,,2009
Harvest Moon: Seeds of Memories,PC,Simulation,Natsume,,,,,,,2016-01-01,,,2016
Harvest Moon: Seeds of Memories,WiiU,Simulation,Natsume,,,,,,,2016-01-01,,,2016
Harvest Moon: Seeds of Memories,And,Simulation,Natsume,,,,,,,2016-01-01,,,2016
Hatsukoi Valentine,PSN,Simulation,Family Soft,,,,,,,2011-01-26,,,2011
Hatsukoi Valentine,PS,Simulation,Family Soft,,,,,,,1997-07-31,,,1997
Hatsukoi Valentine Special,PS,Simulation,Family Soft,,,,,,,1998-11-05,,,1998
Hatsukoi Valentine Special,PSN,Simulation,Family Soft,,,,,,,2011-02-23,,,2011
Hattrick!,PC,Simulation,Ikarion Software,,,,,,,1995-01-01,,,1995
Hayate no Gotoku! Boku ga Romeo de Romeo ga Boku de,DS,Simulation,Konami,,,,,,,2007-08-23,,,2007
Heatseeker,PS2,Simulation,IR Gurus,,,,,,,2007-05-01,,,2007
Heavy Gear,PC,Simulation,Activision,,,,,,,1997-10-31,,,1997
Heavy Gear II,PC,Simulation,Activision,,,,,,,1999-05-31,,,1999
Helicopter Assault,PC,Simulation,GMX Media,,,,,,,2005-08-26,,,2005
Hell's Kitchen: The Game,PS3,Simulation,Ludia Inc.,,,,,,,,,,
Hell's Kitchen: The Game,PS2,Simulation,Ludia Inc.,,,,,,,,,,
Hell's Kitchen: The Game,X360,Simulation,Ludia Inc.,,,,,,,,,,
Hell's Kitchen: The Game,PC,Simulation,Ludia Inc.,,,,,,,2008-09-22,,,2008
Hell's Kitchen: The Game,PSP,Simulation,Ludia Inc.,,,,,,,,,,
Hello Flowerz!,PSN,Simulation,Virtual Toys,,,,,,,2010-06-29,,,2010
Hello Flowerz!,DSiW,Simulation,Virtual Toys,,,,,,,2010-07-05,,,2010
Hollywood Mogul,PC,Simulation,Hollywood Mogul Company,,,,,,,1997-01-01,,,1997
Home Sweet Home,PC,Simulation,Big Blue Bubble Inc.,,,,,,,2008-09-08,,,2008
Home Sweet Home,WW,Simulation,Big Blue Bubble Inc.,,,,,,,2008-11-03,,,2008
Honmei Boy,GB,Simulation,Nichibutsu,,,,,,,1994-10-07,,,1994
Horsez,PC,Simulation,MTO,,,,,,,2006-11-16,,,2006
Horsez,PS2,Simulation,MTO,2.1,,,,,,2006-11-14,,,2006
Hoshi de Hakken!! Tamagotchi,PS,Simulation,Bandai,,,,,,,1998-02-19,,,1998
Hospital Havoc,DSiW,Simulation,Hands-on Mobile,,,,,,,2010-07-19,,,2010
House M.D. -- Episode 2: Blue Meanie,DSiW,Simulation,Glyphic Entertainment,4.0,,,,,,2011-09-01,,,2011
Hover Strike,AJ,Simulation,Atari Games (Midway),,,,,,,1995-01-01,,,1995
Hover Strike: Unconquered Lands,AJ,Simulation,Atari Games (Midway),,,,,,,1995-10-01,,,1995
Hurricane,PC,Simulation,Aerosoft,,,,,,,2007-10-26,,,2007
Hyper Securities 2,PS,Simulation,Victor Interactive Software,,,,,,,1998-06-25,,,1998
Hyper Securities S,SAT,Simulation,Pack-In-Video,,,,,,,1997-02-07,,,1997
I Am Bread,OSX,Simulation,Bossa Studios,,,,,,,2015-04-09,2018-08-11,,2015
I Am Bread,PS4,Simulation,Bossa Studios,,,,,,,2015-08-25,2018-08-11,,2015
IL-2 Sturmovik: Birds of Prey,PSN,Simulation,SME Dynamic Systems Limited,,,,,,,2009-09-30,,,2009
IL-2 Sturmovik: Forgotten Battles Ace Expansion Pack,PC,Simulation,1C: Maddox Games,,,,,,,2004-03-02,,,2004
IL-2 Sturmovik: Forgotten Battles Gold Pack,PC,Simulation,1C: Maddox Games,,,,,,,2004-03-02,,,2004
IL-2 Sturmovik: Operation Barbarossa,PC,Simulation,Just Flight,,,,,,,2003-07-31,,,2003
IL-2 Sturmovik: Operation: Fall Blau,PC,Simulation,X1 Software,,,,,,,2004-10-01,,,2004
IL-2 Sturmovik: Pe-2,PC,Simulation,1C: Maddox Games,,,,,,,2006-04-28,,,2006
IL-2 Sturrmovik: WWII Combat Simulator,PC,Simulation,Encore Software,,,,,,,,,,
Ilya Muromets,PC,Simulation,1C Maddox Games,,,,,,,2015-01-01,,,2015
Imagine: Animal Doctor,PC,Simulation,Virtual Toys,,,,,,,,,,
Imagine: Fashion Designer,PC,Simulation,Virtual Toys,,,,,,,2007-11-19,,,2007
Imagine: Pet Hospital,PC,Simulation,Virtual Toys,,,,,,,,,,
Imagine: Pet Vet in Australia,PC,Simulation,Virtual Toys,,,,,,,,,,
Independence War,PC,Simulation,Particle Systems Ltd.,,,,,,,1996-07-25,,,1996
Independence War 2: Edge of Chaos,PC,Simulation,Particle Systems Ltd.,,,,,,,2001-08-22,,,2001
Independence War: Deluxe Edition,PC,Simulation,Particle Systems Ltd.,,,,,,,1999-08-31,,,1999
Industry Empire,PC,Simulation,Rondomedia,,,,,,,2014-07-30,,,2014
Infiltrator,NES,Simulation,Chris Gray Enterprises,,,,,,,1990-01-01,,,1990
Infiltrator,PC,Simulation,Chris Gray Enterprises,,,,,,,1986-01-01,,,1986
Innocent Life: A Futuristic Harvest Moon Special Edition,PS2,Simulation,ArtePiazza,,,,,,,2008-02-12,,,2008
Insaniquarium Deluxe,PC,Simulation,Flying Bear,,,,,,,2006-08-30,,,2006
Inside Trader: The Authentic Stock Trading Game,PC,Simulation,"SoftServ, Inc.",,,,,,,1987-01-01,,,1987
Interstellar Flames 2,GIZ,Simulation,Xen Games,,,,,,,,,,
Into the Stars,PC,Simulation,Fugitive Games,,,,,,,2020-12-31,,,2020
Into the Stars,OSX,Simulation,Fugitive Games,,,,,,,2020-12-31,,,2020
Inu Kaisha DS,DS,Simulation,CyberFront,,,,,,,2009-03-26,,,2009
Iron Soldier,AJ,Simulation,Eclipse Software,,,,,,,1994-01-01,,,1994
Iron Soldier 2,AJ,Simulation,Eclipse Software,,,,,,,1997-12-01,,,1997
Itsudemo! Nyan to Wonderful,GB,Simulation,Banpresto,,,,,,,1998-06-26,,,1998
Jane's ATF: Advanced Tactical Fighters,PC,Simulation,Jane's Combat Simulations,,,,,,,1996-03-01,,,1996
Jane's Attack Squadron,PC,Simulation,Mad Doc Software,,,,,,,2002-03-22,,,2002
Jane's F-15,PC,Simulation,Jane's Combat Simulations,,,,,,,1998-03-01,,,1998
Jane's Fighters Anthology,PC,Simulation,Jane's Fighters Anthology,,,,,,,1997-12-31,,,1997
Jane's Fleet Command,PC,Simulation,Sonalysts,,,,,,,1999-12-31,,,1999
Jane's Hotel,PSN,Simulation,Beatshapers,,,,,,,2010-12-21,,,2010
Jane's Hotel,PC,Simulation,Realore Studios,,,,,,,2008-03-18,,,2008
Jane's Hotel: Family Hero,PC,Simulation,Realore Studios,,,,,,,2008-04-01,,,2008
Jane's IAF: Israeli Air Force,PC,Simulation,Jane's Combat Simulations,,,,,,,1998-08-02,,,1998
Jane's USAF: United States Air Force,PC,Simulation,Jane's Combat Simulations,,,,,,,1999-09-30,,,1999
Jane's USNF'97: U.S. Navy Fighters,PC,Simulation,Janes' Combat Simulators,,,,,,,1997-06-01,,,1997
Jane's: ATF NATO Fighters,PC,Simulation,Jane's Combat Simulations,,,,,,,1996-09-30,,,1996
